Path;SteerAngle;Throttle;Brake;Speed;X_Position;Y_Position;Pitch;Yaw;Roll
/Users/shingomori/Work/RoboND/RoboND-Rover-Project/dataset/IMG/robocam_2017_08_24_23_12_19_680.jpg;0;1;0;5.008516;116.2774;99.16181;1.310535;35.00305;-0.001201574
/Users/shingomori/Work/RoboND/RoboND-Rover-Project/dataset/IMG/robocam_2017_08_24_23_12_19_747.jpg;0;1;0;4.997011;116.6075;99.39112;1.354557;34.95705;-0.00141734
/Users/shingomori/Work/RoboND/RoboND-Rover-Project/dataset/IMG/robocam_2017_08_24_23_12_19_813.jpg;0;1;0;5.008393;116.8553;99.56293;1.397902;34.92202;-0.00130805
/Users/shingomori/Work/RoboND/RoboND-Rover-Project/dataset/IMG/robocam_2017_08_24_23_12_19_880.jpg;0;1;0;4.997662;117.1034;99.73471;1.447886;34.8851;-0.001454227
/Users/shingomori/Work/RoboND/RoboND-Rover-Project/dataset/IMG/robocam_2017_08_24_23_12_19_946.jpg;0;1;0;5.00878;117.3518;99.90643;1.50467;34.85329;-0.00161515
/Users/shingomori/Work/RoboND/RoboND-Rover-Project/dataset/IMG/robocam_2017_08_24_23_12_20_013.jpg;0;1;0;5.011229;117.6807;100.1334;1.437006;34.78899;-0.0009091279
/Users/shingomori/Work/RoboND/RoboND-Rover-Project/dataset/IMG/robocam_2017_08_24_23_12_20_080.jpg;0;1;0;5.007617;117.9278;100.3036;1.395047;34.7529;-0.001334417
/Users/shingomori/Work/RoboND/RoboND-Rover-Project/dataset/IMG/robocam_2017_08_24_23_12_20_146.jpg;0;1;0;5.00848;118.1755;100.4739;1.374976;34.72578;-0.001573157
/Users/shingomori/Work/RoboND/RoboND-Rover-Project/dataset/IMG/robocam_2017_08_24_23_12_20_213.jpg;0;1;0;5.024111;118.5059;100.7008;1.368408;34.64706;-0.001271151
/Users/shingomori/Work/RoboND/RoboND-Rover-Project/dataset/IMG/robocam_2017_08_24_23_12_20_280.jpg;0;1;0;5.008847;118.7544;100.8711;1.387529;34.6184;-0.001565106
/Users/shingomori/Work/RoboND/RoboND-Rover-Project/dataset/IMG/robocam_2017_08_24_23_12_20_347.jpg;0;1;0;5.021054;119.0859;101.098;1.424148;34.55724;-0.001378043
